Category,Month,Registrations,Year
RAYON ENGINEERS,JUN,108,2023
R B INDUSTRIES,JUN,0,2023
RCJ AUTO FORGE PVT LTD,JUN,51,2023
RD AND CO,JUN,0,2023
REEP INDUSTRIES PVT LTD,JUN,267,2023
REFLEX CONTROL SYSTEM PVT .LTD,JUN,3,2023
RENAULT INDIA PVT LTD,JUN,4314,2023
REPUBLIC MOTORS,JUN,6,2023
REVOLT INTELLICORP PVT LTD,JUN,714,2023
RGM BUSINESS PLUS PVT LTD,JUN,74,2023
RIBAND ELECTRIC PVT LTD,JUN,44,2023
RIVER MOBILITY PVT LTD,JUN,0,2023
RIYA ENTERPRISE,JUN,0,2023
"RK ENGG WORKS,JUNAGARH",JUN,0,2023
R.K.TRAILORS,JUN,0,2023
ROANSOME MOTORS,JUN,0,2023
ROARLEO MOTOR PVT LTD,JUN,26,2023
ROLLS ROYCE,JUN,1,2023
ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),JUN,1,2023
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),JUN,4,2023
ROOPRAI AGRO INDUSTRIES,JUN,4,2023
ROWWET MOBILITY PVT LTD,JUN,6,2023
ROYAL AUTOMOBILES,JUN,0,2023
ROYAL-ENFIELD (UNIT OF EICHER LTD),JUN,62384,2023
ROYAL TRACTOR PVT LTD,JUN,1,2023
RP MOTORS,JUN,0,2023
RSB AGRO INDUSTRIES,JUN,0,2023
RSD SECURITY SOLUTIONS PVT LTD,JUN,0,2023
RUPAL AGRO IND,JUN,1,2023
RUPAL AGRO INDUSTRIES,JUN,10,2023
RUTBA PRODUCT PVT LTD,JUN,45,2023
SACHITANAND ENGINEERING WORKS,JUN,0,2023
SADGURU TRAILER & AGRI EQUIP,JUN,0,2023
SAERA ELECTRIC AUTO PVT LTD,JUN,2363,2023
SAGAR AGRO STEEL INDUSTRIES,JUN,17,2023
SAGAR FABRICATIONS,JUN,3,2023
SAGAR INDUSTRIES,JUN,0,2023
SAHARA TRALIORS,JUN,0,2023
SAHKAR AGRO IND,JUN,0,2023
SAHNIANAND E VEHICLES PVT LTD,JUN,465,2023
SAHU INDUSTRIES,JUN,1,2023
SAI AGRO INDUSTRIES,JUN,0,2023
SAI BABA FABRICATION,JUN,1,2023
SAI ENGINEERING AND WELDING WORKS,JUN,3,2023
"SAI KRIPA ENG WORKS, HALADIAPADAR,BERHAMPUR,GANJAM",JUN,0,2023
"SAI KRUPA ENGG WORKS,BHMPUR",JUN,4,2023
SAINIK CYCLE MART,JUN,1,2023
SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,JUN,0,2023
SAI TRAILERS,JUN,0,2023
SAJEDA ENGINEERING BHAWANIPATNA,JUN,1,2023
SAKSHAM TECH AUTOMOBILES,JUN,19,2023
SAKSHAM TRADING COMPANY,JUN,0,2023
SAMALESWARI ENGG WORKS,JUN,1,2023
"SAMAL FABRICATOR,BARCHANA",JUN,2,2023
SAME DEUTZ - FAHR INDIA (P) LTD.,JUN,164,2023
SAMEER ENGINEERING,JUN,0,2023
SAMRAT ELECTRIC VEHICLE,JUN,64,2023
"SAMRAT MOTORS, BHUBANESWAR",JUN,1,2023
S AND J INDUSTRIES,JUN,16,2023
"S AND S ENGG WORKS,BGH",JUN,0,2023
SANSAR COMBINE,JUN,0,2023
SANTOSH ENGG WORKS,JUN,0,2023
SANY HEAVY INDUSTRY INDIA PVT LTD,JUN,20,2023
SANY HEAVY INT. LTD. PR C,JUN,0,2023
SANY INDIA,JUN,0,2023
SARALA ENTERPRISES CUTTACK,JUN,1,2023
"SARASWATI AGRO INDUSTRIES,CTC",JUN,2,2023
SARAVANA ENGINEERING WORKS,JUN,50,2023
SAROOP AGRO INDUSTRIES,JUN,0,2023
SARSWATI AGRO CO.,JUN,1,2023
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,JUN,212,2023
SATKAR ENGINEERING WORKS,JUN,2,2023
SATKARTAR AGRO WORKS,JUN,2,2023
SATNAM ENGG WORKS,JUN,6,2023
SATRAC ENGINEERING PVT LTD,JUN,30,2023
SATYANARAYANA ENGG.WORKS,JUN,5,2023
"SATYASAI INDUSTRIES,DHENKANAL",JUN,0,2023
SAURYAA SHARYO CORPORATION,JUN,0,2023
SAYA AGRO INDUSTRIES,JUN,0,2023
SBTEK E MOTO PVT LTD,JUN,3,2023
S B TRADERS,JUN,3,2023
SCA HAEVY EQUIPMENT PVT. LTD,JUN,1,2023
SCANIA COMMERCIAL VEHICLES INDIA PVT LIMITED,JUN,1,2023
SCHEUERLE FAHRZEUG FABRIK(GMBH),JUN,0,2023
SCHWING STETTER INDIA PL,JUN,0,2023
SCOOTERS INDIA LTD,JUN,0,2023
SDR AUTO PVT LTD,JUN,0,2023
SEALION AUTOMOBILE PVT LTD,JUN,0,2023
SEAMLESS AUTOTECH PVT LTD,JUN,10,2023
SEC RJMT ENGG.PVT.LTD.,JUN,0,2023
SEC-RJMT ENGINEERING PVT LTD,JUN,3,2023
SEEKA E MOTORS PVT LTD,JUN,0,2023
SEN AND PANDIT VOLTAGE CONTROL PVT LTD,JUN,7,2023
SENNEBOGEN EXCAVATOR 821E,JUN,0,2023
SETH INDUSTRIAL CORPORATION,JUN,104,2023
SF2 E VEHICLE PVT LTD,JUN,1,2023
SGLLINE MOTORS PVT LTD,JUN,1,2023
SHAH AGRO ENGG WORKS,JUN,0,2023
SHAILENDRA AUTOS PVT LTD,JUN,0,2023
SHAKTI AUTO GREEN,JUN,65,2023
SHAKTI ENGINEERING WORK,JUN,1,2023
"SHAKTI EN WORKS HALADIAPADAR,BERHAMPUR,GANJAM",JUN,0,2023
SHAKTIMAN AGRO INDUSTRIES,JUN,27,2023
SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,JUN,21,2023
SHALYA AUTO SALES PVT LTD,JUN,49,2023
SHAMMI ELECTRONICS,JUN,3,2023
SHARMA-SHARMA ENGN WORKS,JUN,0,2023
SHEHALPREET ENGG WORKS,JUN,9,2023
"SHEKHAR ENGINEERING,JAJPUR",JUN,0,2023
SHERARAM TRAILERS,JUN,0,2023
SHIGAN EVOLTZ LTD,JUN,30,2023
SHINE METAL UDYOG PVT LTD (UNIT- II),JUN,3,2023
SHINME ELECTRICAL VEHICLE PVT LTD,JUN,19,2023
SHIVA GAYATRI ENGG WORKS,JUN,86,2023
SHIV AGRO INDUSTRIES,JUN,11,2023
SHIVAJI AGRO INDUSTRIES,JUN,0,2023
SHIVASHAKTHI ENG WORKS,JUN,7,2023
SHIVKRUPA TRAILOR,JUN,0,2023
SHIV OM INDIA,JUN,14,2023
SHIVRAJ TRAILOR,JUN,3,2023
SHIVSHAKTI STEEL INDUSTRIES LATUR,JUN,0,2023
SHOBHA ENG WORKS,JUN,0,2023
SHREE AMEE CONST EQUP,JUN,0,2023
SHREE BALAJI ENGINEERING WORK SHOP,JUN,0,2023
SHREE JAGDAMBA TROLLY,JUN,0,2023
SHREE MARUTI NANDAN BUSINESSS (P) LTD,JUN,24,2023
SHREE SAI AGRO ENGINEERING WORKS,JUN,1,2023
SHREYA ENGINEERS,JUN,0,2023
SHRI AVP ENGINEERING WORK,JUN,0,2023
SHRI BARSANA E-VEHICLES PVT LTD,JUN,299,2023
SHRI DATTA AGRO INDUSTRIES,JUN,1,2023
"SHRI DATTAKRUPA ENGINEERING WORKS, BARAMATI",JUN,0,2023
SHRI GAJALAXMI ENGG WORKS,JUN,1,2023
SHRI GANESH ENGINERRING WORKS,JUN,4,2023
SHRI KRISHNA INDUSTRIES,JUN,0,2023
SHRI LAXMI ENGINEERING WORKS,JUN,10,2023
SHRI MAHALAXMI AGRO IND,JUN,2,2023
SHRI NAMO ELECTRIC AUTOMOTIVE,JUN,54,2023
SHRI NANDI TRAILER WORKS,JUN,0,2023
SHRINIWAS AGRO INDUSTRIES,JUN,5,2023
SHRI RADHE ENGG,JUN,0,2023
SHRIRAJ ELECTRIC VEHICLES,JUN,187,2023
SHRI RAMA ENGINEERING,JUN,2,2023
SHRI RAM AGRO INDUSTRIES,JUN,0,2023
SHRI RAM AUTO TECH PVT LTD,JUN,0,2023
SHRI RAM TRAILOR,JUN,1,2023
SHRI SAI ENGG WORKS,JUN,7,2023
SHRI SAI SANTOSHI MATA AGRICULTURAL WORKS,JUN,4,2023
SHRI SHANKAR ENG WORKS,JUN,7,2023
SHRI SHIVAJI ENG WORKS,JUN,0,2023
SHRI SHIVSHIDHA AGRI IMPLIMENT,JUN,0,2023
SHRI SHRINIVASA ENG WORKS,JUN,20,2023
SHRI SHYAM ENGG WORKS,JUN,0,2023
SHRI SHYAM INDUSTRIES,JUN,0,2023
SHRI SWASTIK ENGG,JUN,6,2023
SHRI TIRUMALA ENGINEERING WORKS,JUN,3,2023
SHRI VADESHWAR TRAILORS,JUN,1,2023
SHRI VENKATARAMANA TRAILER WORK,JUN,0,2023
SHRI VENKATESHWARA ENGINEERING WORKS,JUN,2,2023
SHRI VENKATESHWAR AGRO INDUSTRIES,JUN,3,2023
SHRI VIJAY ENGINEERING WORKS,JUN,1,2023
SHRI VINAYAK INDUSTRIES,JUN,2,2023
SHRI VISHWAKARMA AUTOMOBILE,JUN,5,2023
SHUBHAM MANUFACTURER,JUN,0,2023
SHUBHLAXMI AGRO IND.,JUN,0,2023
"SIDDHAKALA ENGINEERING AND WELDING WORKS
",JUN,0,2023
SIDDHI ENGINEERING WORKS,JUN,0,2023
SIDHI DURGA ENGINEERING,JUN,3,2023
SIGMACON EQUIPMENT LLP,JUN,0,2023
SIMPLEENERGY PVT LTD,JUN,10,2023
SINGHAL ENTERPRISES,JUN,8,2023
SINGH AUTOMOBILES,JUN,39,2023
SINGH ENGINEERING WORKS,JUN,0,2023
SIRF INDIA VEHICLES PVT LTD,JUN,0,2023
SITYOG ENGINEERING PVT LTD,JUN,0,2023
SIWACH STEEL PVT LTD,JUN,1,2023
SIX SENSES AUTOMOTIVE PVT LTD,JUN,1,2023
SKODA AUTO AS,JUN,0,2023
SKODA AUTO INDIA PVT LTD,JUN,1,2023
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,JUN,6820,2023
SKS AUTOMOBILES (I) PVT LTD,JUN,0,2023
SKS TRADE INDIA PVT LTD,JUN,721,2023
SKYRIDE AUTOMOTIVE,JUN,1,2023
SKYY RIDER ELECTRIC PRIVATE LIMITED,JUN,0,2023
SMAP VEHICLES (IMPORTER: ELEGO MOTORS),JUN,0,2023
SMART ELECTRO MOTORS,JUN,10,2023
SMARTOMATIC VEHICLES PRIVATE LIMITED,JUN,0,2023
SMITH MOTORS PVT LTD,JUN,0,2023
SML ISUZU LTD,JUN,1269,2023
SN SOLAR ENERGY,JUN,20,2023
SOKUDO ELECTRIC INDIA PVT LTD,JUN,9,2023
SOLANKE ENGINEERING WORKS,JUN,1,2023
SONALIKA INTERNATIONAL TRACTORS LIMITED,JUN,4,2023
SONI E VEHICLE PVT LTD,JUN,4,2023
SPEED AUTO TECH,JUN,3,2023
SPEEDWAYS ELECTRIC,JUN,1,2023
SPEEGO VEHICLES CO PVT LTD,JUN,366,2023
SPEEGO VEHICLES PVT. LTD,JUN,0,2023
"S P TRADING, KHURDA",JUN,7,2023
S R AGRICULTURE EQUIPMENTS CO (P) LTD,JUN,0,2023
SRD RENEWABLES,JUN,209,2023
"SRI AGENCY & FABRICATION,GOPINATH NAGAR,BERHAMPUR",JUN,0,2023
"SRI GANESH ENG WORKS, HALADIAPADAR, GANJAM",JUN,0,2023
SRI LAKSHMI ENGINEERING INDUSTRIES,JUN,1,2023
SRI SAI AGRICULTURAL EQUIPMENT,JUN,4,2023
SRIVARU MOTORS PVT LTD,JUN,4,2023
S S AGRO INDUSTRIES,JUN,0,2023
S.S. AGRO TECH,JUN,4,2023
SSB INDISTRIES,JUN,240,2023
SSEV ENTERPRISES PRIVATE LIMITED,JUN,64,2023
S S GLOBAL,JUN,0,2023
STANDARD COMBINES PVT LTD,JUN,0,2023
STANDARD CORPORATION INDIA LTD,JUN,27,2023
STAR AGRO INDUSTRIES,JUN,0,2023
STAR BULL E MOTORS,JUN,156,2023
STAR IGLOBAL AUTOMOTIVE PVT LTD,JUN,44,2023
STAR WELDING WORKS,JUN,1,2023
SUBHADRA ENGINEERING NUAPADA,JUN,5,2023
SUBHLAXMI AGRO,JUN,0,2023
SUBRAMANYESWARA INDUSTRIES,JUN,0,2023
SUDHA ENGINEERING WORKS,JUN,3,2023
SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,JUN,8,2023
SUKHDEV AGRO INDUSTRIES,JUN,1,2023
SUKHRAJ & SUKHRAJ INDUSTRIES,JUN,3,2023
SUMFONL AUTO TRADERS PVT LTD,JUN,38,2023
SUNANDA GREENTECH PVT LTD,JUN,0,2023
SUNARIYA MOTORS PVT LTD,JUN,7,2023
SUN AUTO,JUN,0,2023
SUNIL AGRO ENGINEERING WORKS,JUN,1,2023
SUNSET TRADE PVT LTD,JUN,25,2023
SUNSHINE TECHNOLOGIES,JUN,0,2023
SUNULTRA POWER SOLUTIONS PVT LTD,JUN,16,2023
SUPERECO AUTOMOTIVE CO,JUN,86,2023
SUPERECO AUTOMOTIVE CO LLP,JUN,0,2023
SUPER METRO INDUSTRIES,JUN,93,2023
SUPER POWER MOTORS,JUN,0,2023
SUPER STANDARD AGRO COMBINE,JUN,4,2023
SUPERTECH EV LIMITED,JUN,155,2023
SUPREME SMART POWER PVT LTD,JUN,44,2023
SUPROVA ENTERPRISE,JUN,0,2023
SURAJ ENGINEERING WORKS,JUN,0,2023
SURINDERA AGRO INSDUSTRIES,JUN,46,2023
SURYA INDUSTRIES,JUN,0,2023
SURYA INTERNATIONAL,JUN,0,2023
SURYA STEEL WORKS,JUN,0,2023
SURYODAY MECHANICAL WORKS,JUN,0,2023
SUZUKI JAPAN,JUN,0,2023
SUZUKI MOTORCYCLE INDIA PVT LTD,JUN,62692,2023
SVS ENTERPRISES,JUN,9,2023
SWADESH MOTORS AND TRACTORS LTD,JUN,0,2023
"SWAPNA FABRICATION WORKS,MALKANGIRI",JUN,0,2023
SWARAJ AUTOMOTIVES LTD,JUN,4,2023
SWARNCHAKRA AUTOMOBILES PVT LTD,JUN,0,2023
SWASTIK ENGINEERING WORKS,JUN,2,2023
SWITCH MOBILITY AUTOMOTIVE LTD,JUN,5,2023
SYAN AGRO INDUSTRY,JUN,30,2023
SYNDICATE AUTO COMPONENTS,JUN,10,2023
TADANO LIMITED,JUN,0,2023
TAFE LIMITED,JUN,11203,2023
TAO POWER PRIVATE LIMITED,JUN,1,2023
TARA MAA MACHINERY,JUN,0,2023
TARLE CONSTRUCTION EQUIPMENTS PVT LTD,JUN,2,2023
TATA ADVANCED SYSTEMS LTD,JUN,36,2023
TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,JUN,116,2023
TATA HITACHI MACHINERY CONSTRUCTION LIMITED,JUN,0,2023
TATA INTERNATIONAL VEHICLE APPLICATIONS PVT LTD,JUN,7,2023
TATA MOTORS LTD,JUN,27597,2023
TATA MOTORS PASSENGER VEHICLES LTD,JUN,34788,2023
TATA PASSENGER ELECTRIC MOBILITY LTD,JUN,4855,2023
TAURUS ELECTRIC VEHICLES,JUN,30,2023
TBL ENTERPRISE,JUN,0,2023
TEJASGREEN AUTOMOTIVE PVT LTD,JUN,0,2023
TELCO LTD,JUN,2,2023
TELSA INC,JUN,0,2023
TEREX CORPORATION,JUN,0,2023
TEREX EQUIPMENT PVT LTD,JUN,0,2023
TEREX INDIA PRIVATE LIMITED,JUN,6,2023
TERRA MOTORS INDIA PVT LTD,JUN,639,2023
THE COMMERCIAL MOTORS LIMITED,JUN,27,2023
THE COMMERCIAL MOTORS PVT LTD,JUN,3,2023
THUKRAL ELECTRIC BIKES PVT LTD,JUN,491,2023
TI CLEAN MOBILITY PVT LTD,JUN,9,2023
TII INDIA PVT LTD,JUN,10,2023
TIL LIMITED,JUN,0,2023
TIRTH AGRO TECHNOLOGY PVT LTD,JUN,108,2023
TIRTH AGRO TECH.PVT.LTD,JUN,0,2023
TIRTH HYGIENE TECHNOLOGY PVT LTD,JUN,0,2023
TIRUPATI AGRO INDUSTRIES,JUN,0,2023
TOGOR ENGINEERING WORKS,JUN,0,2023
TOP TEAM MACHINES PVT LTD,JUN,126,2023
TORK MOTORS PVT LTD,JUN,45,2023
TOYOTA HIACE GL COMMUTER,JUN,0,2023
TOYOTA KIRLOSKAR MOTOR PVT LTD,JUN,17067,2023
TOYOTA MATERIAL HANDLING INDIA PVT LTD,JUN,19,2023
TPS INFRASTRUCTURE LTD,JUN,1,2023
TPS INFRASTRUCTURE LTD.,JUN,0,2023
TRACLAXX TRACTORS PVT LTD,JUN,23,2023
TRACLAXX TRACTORS PVT.LTD,JUN,0,2023
TRACTOR VANDANA GREEN,JUN,0,2023
TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,JUN,10,2023
TRATEC ENGINEERS PVT LTD,JUN,12,2023
TRATICO ENGINEERING INDIA PVT LTD,JUN,0,2023
TRIMURTI AGRO INDUSTRIES,JUN,0,2023
TRIMURTI INDUSTRIES,JUN,0,2023
TRIMURTI TRAILER,JUN,0,2023
TRINITY ELECTRIC VEHICLES PVT LTD,JUN,1,2023
TRISHIKA INDUSTRIES,JUN,130,2023
TRISHUL TRACTORS PVT. LTD.,JUN,0,2023
TRIUMPH MOTORCYCLES (INDIA) PVT LTD,JUN,56,2023
TRUPART AUTOMOTIVE INDIA PVT LTD,JUN,0,2023
TRUZ INDUSTRIES,JUN,0,2023
TSM ENGINEERING PVT LTD,JUN,7,2023
TSR TRADE COM,JUN,0,2023
TUFAN MOTORS PVT LTD,JUN,93,2023
T U K INDUSTRIES,JUN,212,2023
TULJABHAWANI AGRO INDUSTRIES,JUN,2,2023
TULSI TRAILER,JUN,0,2023
TUNWAL E MOTORS PVT LTD,JUN,5,2023
TVS MOTOR COMPANY LTD,JUN,229145,2023
TWASHTRE AUTOMOTIVE PVT LTD,JUN,0,2023
TWINKLE TRADCOM PVT LTD,JUN,168,2023
TWO FRIENDS AUTO ELECTRIC PVT LTD,JUN,442,2023
TYST DRIVE INDIA PVT LTD,JUN,2,2023
ULTRAVIOLETTE AUTOMOTIVE PVT LTD,JUN,44,2023
UMA  AUTO INDUSTRIES PVT. LTD,JUN,21,2023
UMA MOTORS,JUN,22,2023
UNIPAVE ENGINEERING PRODUCTS,JUN,0,2023
UNIQUE AUTO ELECTRIC,JUN,0,2023
UNIQUE ENTERPRISES,JUN,251,2023
UNIQUE INTERNATIONAL,JUN,1161,2023
UNITED KINGDOM GROVE,JUN,1,2023
UNITED TRANSMOVERS PVT LTD,JUN,26,2023
U P TELELINKS LIMITED,JUN,0,2023
U.P. TELELINKS LIMITED,JUN,193,2023
URWASHI ENTERPRISES,JUN,37,2023
UTKAL INDUSTRIES,JUN,0,2023
UTTAM CONSTRUCTION EQUIPMENTS,JUN,16,2023
VAHAK FUTURE SOLUTIONS LLP,JUN,1,2023
VALDO TRACTORS PVT LTD,JUN,0,2023
VANDANA TRAILORS AND BODY MFG PVT LTD,JUN,1,2023
VANI ELECTRIC VEHICLES PVT LTD,JUN,599,2023
VASHAN AGRICULTURE WORKS,JUN,15,2023
VEANCO AUTOMOTIVES PVT LTD,JUN,0,2023
VE COMMERCIAL VEHICLES LTD,JUN,6161,2023
VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),JUN,22,2023
VEECTERO E VEHICLES LLP,JUN,12,2023
VEERA VAHANA UDYOG PRIVATE LIMITED,JUN,2,2023
VEERBHADRA ENGINEERING WORKS,JUN,0,2023
VEHICLE FACTORY JABALPUR,JUN,0,2023
VENKATESHWARA ENGINEERING WORK,JUN,3,2023
VENKATESHWAR AGRO INDUSTRIES,JUN,1,2023
VENUS AUTO WHEELS PVT LTD,JUN,65,2023
VENUS EQUIPMENT,JUN,13,2023
VERT EQUIPMENT PVT LTD,JUN,1,2023
VICTORIA E VEHICLES PVT. LTD,JUN,0,2023
VICTORY ELECTRIC INTERNATIONAL,JUN,315,2023
VIDARBHA TRAILERS,JUN,1,2023
VIJAYA ELECTRIC AUTO PVT LTD,JUN,23,2023
VIJAY AGRICULTURAL INDUSTRIES,JUN,0,2023
VIJAYA INDUSTRIES,JUN,3,2023
VIJAYALAKSHIMI ENGG WORKS,JUN,0,2023
VIJAYALAKSHMI INDUSTRIES,JUN,0,2023
VIJAY ENGINEERING WORKS,JUN,1,2023
VIJAYLAXMI ENGINEERING,JUN,7,2023
VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,JUN,435,2023
VIJAYSHREE AUTOCOM LIMITED,JUN,14,2023
VIJEX STEEL FABRICATION,JUN,4,2023
VIKAS AGRO INDUSTRIES,JUN,2,2023
VIKRANT ENGINEERING,JUN,3,2023
VIMAL UNIVERSAL TRADE PVT LTD,JUN,79,2023
VINA ENGINEERING WORKS,JUN,1,2023
VINCI INDUSTRIAL CORPORATION,JUN,1,2023
VINTAGE VEHICLES,JUN,60,2023
VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,JUN,17,2023
VISHAL AGRICULTURAL WORKS,JUN,18,2023
VISHAL ENTERPRISES,JUN,5,2023
VISHAVKARMA ENGINEERING WORKS,JUN,27,2023
VISHVAS TRACTORS LTD.,JUN,0,2023
VISHWAKARMA AGRICULTURE UDHYOG,JUN,5,2023
VISHWAKARMA GNG INDUSTRY,JUN,8,2023
VISHWARUP ENTERPRISE,JUN,0,2023
VISHWAS EQUIPMENT,JUN,0,2023
VISWAKARMA AGRO INDUSTRIES,JUN,0,2023
"VISWANATH INDUSTRIES,BBSR",JUN,0,2023
VITAN JAGADA AUTOMOBILE PVT LTD,JUN,0,2023
VMP CONCRETE EQUIPMENTS PVT LTD,JUN,0,2023
VMT INDUSTRIES PVT LTD,JUN,20,2023
VOLKSWAGEN AG,JUN,0,2023
VOLKSWAGEN INDIA PVT LTD,JUN,0,2023
VOLTAS LIMITED,JUN,6,2023
VOLVO AUTO INDIA PVT LTD,JUN,156,2023
VOLVO CE INDIA PRIVATE LIMITED,JUN,34,2023
"""VOLVO GROUP INDIA PVT LTD""",JUN,122,2023
VOLVO GROUP TRUCKS CENTRAL EUROPE GMBH,JUN,0,2023
VOLVO TRUCKS CORPORATION,JUN,0,2023
VRINDA ENTERPRISES,JUN,64,2023
VST MOTER INDIA COMPANY,JUN,0,2023
V.S.T. TILLERS TRACTORS LIMITED,JUN,289,2023
V.T. ENGINEERING,JUN,2,2023
V.V.A.AUTO INDUSTRIES PVT.LTD,JUN,1,2023
WARDWIZARD INNOVATIONS & MOBILITY LIMITED,JUN,440,2023
WARIVO MOTOR INDIA PVT LTD,JUN,1,2023
WASAN E-MOBILITY SOLUTIONS PVT LTD,JUN,3,2023
WASIM MEERA ENGG WORKS,JUN,2,2023
WELKIN HEALTHCARE PVT LTD,JUN,4,2023
WHITE CARBON MOTORS PVT LTD,JUN,3,2023
WILLYS INDIA LTD,JUN,0,2023
WIRTGEN INDIA PVT LTD,JUN,43,2023
WISENT INFRATECH LLP,JUN,2,2023
WOX COOLERS PVT LTD,JUN,0,2023
WUXI DONGMA (IMPORTER: DYNAM PRECISION),JUN,0,2023
WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),JUN,22,2023
WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),JUN,0,2023
WUXI NOOMA (IMPORTER: SMARTNK  ELECTRIC VEHICLE),JUN,3,2023
WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),JUN,19,2023
WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),JUN,7,2023
WUXI SAIGE (IMPORTER: DM GREEN ENERGY),JUN,0,2023
WUXI SAIGE (IMPORTER: ELECTRO-TECH),JUN,0,2023
WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),JUN,1,2023
WUXI SAIGE (IMPORTER: NGAGE IMPEX),JUN,0,2023
WUXI SAIGE (IMPORTER: WARIVO MOTOR),JUN,1,2023
WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),JUN,0,2023
WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),JUN,0,2023
WUXI TENGHUI (IMPORTER: BOHRE ELECTRIC),JUN,0,2023
WUXI TENGHUI (IMPORTER: CAL-ON INDUSTRIES),JUN,0,2023
WUXI TENGHUI (IMPORTER: FEZORA INDIA),JUN,1,2023
WUXI TENGHUI (IMPORTER: FLYCON MOTORS),JUN,6,2023
WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),JUN,0,2023
WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),JUN,27,2023
WUXI TENGHUI (IMPORTER: JAIDKA POWER),JUN,0,2023
WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),JUN,0,2023
WUXI TENGHUI (IMPORTER: REMARK ELECTRIC),JUN,0,2023
WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),JUN,23,2023
WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),JUN,0,2023
WUXI TENGHUI INTERNATIONAL (IMPORTER: FRANKLIN EV),JUN,0,2023
WUXI TOURWE (IMPORTER: GOREEN E-MOBILITY),JUN,24,2023
XCMG CONSTRUCTION MACHINERY CO. LTD.,JUN,0,2023
XPLORE AUTOMOTIVE PVT LTD,JUN,2,2023
"XUZHOU CONSTRUCTION MACHINERY GROUP CO. LTD, CHINA",JUN,16,2023
XXPLORE AUTOMATIVE PVT LTD,JUN,0,2023
XXPLORE AUTOMOTIVE PVT. LIMITED,JUN,0,2023
XYZ1,JUN,9,2023
XYZ2,JUN,0,2023
YAARI AUTOMOBILES PVT LTD,JUN,0,2023
YAGYAPRIYAA CONSTRUCTION EQUIPMENT INDIA PVT LTD,JUN,2,2023
YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),JUN,2,2023
YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),JUN,0,2023
YANGGUANG LINGMU (IMPORTER: ECOINDIA),JUN,0,2023
YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),JUN,4,2023
YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),JUN,2,2023
YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),JUN,0,2023
YASH AGRO ENGINEERING WORKS,JUN,0,2023
YC ELECTRIC VEHICLE,JUN,3471,2023
YC ELECTRIC VEHICLE PVT LTD,JUN,0,2023
YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),JUN,0,2023
YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),JUN,3,2023
YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),JUN,0,2023
YOUYAKU ELECTRIC (IMPORTER:ONZO EV),JUN,0,2023
YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),JUN,4,2023
YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),JUN,0,2023
ZAP (HK) (IMPORTER: IZANAU ELECTRIC),JUN,19,2023
ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),JUN,3,2023
ZENIAK INNOVATION INDIA LTD,JUN,227,2023
ZENMO PRIVATE LIMITED,JUN,0,2023
ZENTHIUM EV PVT LTD,JUN,44,2023
ZEOPLUS AXIS INDIA PVT. LTD.,JUN,245,2023
ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,JUN,1,2023
ZESAR MOTORS PVT LTD,JUN,1,2023
ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),JUN,5,2023
ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),JUN,16,2023
ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),JUN,4,2023
